,enrolled_course,referral_ccm_website,referral_social_media,referral_community_event,referral_family_or_friend,referral_current_ccm_student,referral_ccm_alumni,referral_hs_teacher,referral_hs_counselor,referral_app_ad,referral_employer,referral_billboard,referral_tv,referral_radio,referral_home_mailer,referral_other,impact_cost,impact_location,impact_choice_programs,impact_online_offerings,impact_family_friend_referral,impact_faculty_staff,impact_reputation,impact_financial_aid,impact_scholarships,impact_class_sizes,impact_ec_opps,impact_transfer_credits,impact_neg_experience,impact_nj_stars_program,impact_transfer_ccm_credits,impact_hs_credit,participation_open_house,participation_decision_day,participation_info_session,participation_titans_tuesday,participation_women_who_dare,participation_reg_college_fair,participation_hs_sharetime_info_session,participation_challenger_program,participation_cybersec_program,participation_info_session_hs,participation_campus_visit_hs,participation_campus_visit_individual,participation_workforce_development_class,participation_corporate_training,participation_teen_arts_festival,participation_summer_camp,participation_hour_of_code,impact_hs_computing_class,impact_hs_computing_club,impact_computing_competitions,impact_afterschool_computing_program,impact_summer_computing_program,impact_ap_computing_class,impact_dual_enrollment_computing_class,impact_family_friend_influence,impact_family_friend_computing_field,impact_hs_teacher_counselor,impact_employer_influence,impact_current_ccm_student,impact_work_experience,impact_other,enrolled_degree_program,motivation_job,motivation_transfer_bachelor,motivation_transfer_hs_credits,motivation_career_advancement,motivation_career_change,motivation_professional_development,motivation_job_displacement,motivation_relocation,motivation_keep_current,motivation_it_certifications,motivation_financial,motivation_personal_enrichment,info_source_hs_guidance_counselor,info_source_hs_teacher,info_source_ccm_website,info_source_ccm_admissions,info_source_ccm_advisor,info_source_employer,info_source_ccm_workforce_development,info_source_nj_workforce_development,info_source_other,interest_in_more_classes,explanation_interest_in_classes,gender,race_ethnicity,age
131,CMP 131 Fundamentals of Programming (Python),No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Some Impact,No Impact,Some Impact,Some Impact,High Impact,Some Impact,High Impact,High Impact,Not Answered,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,Not Sure,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,Information Security Certificate of Achievement,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Not Answered,Not Answered,Man,White/Caucasian,21-24
132,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Undecided,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,5.0,Computing is applicable in every carrear.,Man,Asian,18 and younger
133,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Don't recall,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
134,CMP 131 Fundamentals of Programming (Python),Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Not Answered,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Not Answered,Not Answered,Not Answered,High Impact,High Impact,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,High Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,Data Analytics Certificate of Achievement,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,Black/African American,18 and younger
135,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,Don't recall,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
136,CMP 131 Fundamentals of Programming (Python),Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,Some Impact,Some Impact,Not Answered,Some Impact,No Impact,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,High Impact,Information Technology,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Not Answered,Not Answered,Man,Multi-Racial,19-20
137,CMP 131 Fundamentals of Programming (Python),No,No,Don't recall,No,No,Yes,Yes,Yes,No,Yes,Yes,Don't recall,No,No,Yes,High Impact,High Impact,Some Impact,Not Answered,Not Answered,No Impact,Some Impact,Some Impact,No Impact,Some Impact,Some Impact,Not Answered,Not Answered,No Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,High Impact,No Impact,No Impact,Not Answered,Some Impact,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,No Impact,Some Impact,No Impact,Not Answered,Data Analytics Certificate of Achievement,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Don't recall,Not Answered,Not Answered,Man,Multi-Racial,18 and younger
138,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
139,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,Some Impact,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,21-24
140,CMP 128 Computer Science I,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
141,CMP 131 Fundamentals of Programming (Python),No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Not Answered,High Impact,Some Impact,Some Impact,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,High Impact,High Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,Non Degree Seeking,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,I would like to be well acquainted with computing in case I need the skill/knowledge but do not want to commit to it seriously,Non-binary,White/Caucasian,18 and younger
142,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,High Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,Some Impact,No Impact,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,Computer Science,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Not Answered,Not Answered,Woman,White/Caucasian,25-34
143,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,High Impact,High Impact,Not Answered,Some Impact,No Impact,No Impact,High Impact,Some Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,No Impact,Some Impact,No Impact,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,Not Answered,Information Technology,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,25-34
144,CMP 128 Computer Science I,No,No,Don't recall,Yes,Yes,No,No,No,No,No,No,No,No,Don't recall,Don't recall,No Impact,High Impact,High Impact,High Impact,Some Impact,High Impact,Some Impact,Some Impact,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Computer Science,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Don't recall,No,No,No,Don't recall,Not Answered,Not Answered,Man,White/Caucasian,35-64
145,CMP 128 Computer Science I,Yes,Don't recall,Yes,Yes,Don't recall,No,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,High Impact,High Impact,High Impact,High Impact,Not Answered,Not Answered,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Not Answered,Not Answered,Some Impact,Some Impact,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,High Impact,High Impact,Some Impact,High Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,High Impact,No Impact,Some Impact,Some Impact,Computer Science,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Not Answered,Not Answered,Woman,Asian,19-20
146,CMP 239 Internet & Web Page Design,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Digital Media Technology,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Not Answered,Not Answered,Man,Black/African American,21-24
147,CMP 239 Internet & Web Page Design,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
148,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,High Impact,No Impact,Not Sure,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,Some Impact,No Impact,Engineering ,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,5.0,I would be interested in taking another computing class because I like this field and I am interested in programming.,Woman,Hispanic or Latino,18 and younger
149,CMP 239 Internet & Web Page Design,No,No,No,Yes,Don't recall,Don't recall,Yes,Yes,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,High Impact,Not Answered,High Impact,Not Answered,Information Technology,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Not Answered,Not Answered,Man,White/Caucasian,19-20
150,CMP 239 Internet & Web Page Design,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,18 and younger
151,CMP 239 Internet & Web Page Design,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,No Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Woman,Multi-Racial,21-24
152,CMP 128 Computer Science I,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,EDAM,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,Interested in learning how to code and understand how programs are made.,Man,White/Caucasian,18 and younger
153,CMP 239 Internet & Web Page Design,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,High Impact,High Impact,High Impact,No Impact,No Impact,No Impact,Some Impact,High Impact,High Impact,Some Impact,Some Impact,High Impact,No Impact,No Impact,High Impact,High Impact,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,No Impact,No Impact,High Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Information Technology,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Not Answered,Not Answered,Man,Multi-Racial,18 and younger
154,CMP 239 Internet & Web Page Design,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Not Answered,No Impact,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Impact,No Impact,High Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Not Answered,Not Answered,Man,Multi-Racial,19-20
155,CMP 128 Computer Science I,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,No Impact,No Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,Computer Science,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,19-20
156,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,Neither Python or Java are currently in vogue programming languages.,Man,Multi-Racial,25-34
157,CMP 128 Computer Science I,Don't recall,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Don't recall,High Impact,High Impact,High Impact,Some Impact,Not Answered,Not Answered,Some Impact,High Impact,Some Impact,Some Impact,Some Impact,Not Answered,Some Impact,Some Impact,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Culinary Arts and Science,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,It is hard to say if I would or would not take a computing class again until the end of the semester,Woman,White/Caucasian,19-20
158,CMP 128 Computer Science I,Yes,Don't recall,Don't recall,Yes,Yes,Don't recall,Yes,Yes,No,No,Yes,No,No,Yes,No,High Impact,High Impact,High Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,High Impact,High Impact,No Impact,High Impact,Some Impact,Not Answered,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Don't recall,Don't recall,Yes,No,Don't recall,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,21-24
159,CMP 128 Computer Science I,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Some Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,No Impact,Some Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Computer Science,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Woman,Hispanic or Latino,18 and younger
160,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,High Impact,High Impact,Some Impact,High Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,No Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Computer Science,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Man,Asian,18 and younger
161,CMP 128 Computer Science I,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,Not Answered,Not Answered,High Impact,Not Answered,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,High Impact,High Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Information Security Certificate of Achievement,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Man,White/Caucasian,25-34
162,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Don't recall,High Impact,Some Impact,Some Impact,Some Impact,Some Impact,Some Impact,High Impact,High Impact,High Impact,Some Impact,No Impact,Some Impact,No Impact,No Impact,High Impact,No Impact,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Some Impact,Some Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Not Answered,CIS Game Development Option,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Don't recall,Not Answered,Not Answered,Man,Asian,18 and younger
163,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No Impact,High Impact,Some Impact,Some Impact,Some Impact,Not Answered,Some Impact,Some Impact,Some Impact,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,High Impact,Some Impact,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Some Impact,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Engineering,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,3.0,I'm not a computer guy,Man,White/Caucasian,19-20
164,CMP 128 Computer Science I,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,No Impact,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Some Impact,Some Impact,Not Answered,Not Answered,Not Answered,Some Impact,Dual Enrollment Student,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,Not Answered,4.0,I am interested since technology has so many applications in the real world and it is a great skill to have. ,Man,Asian,18 and younger
165,CMP 128 Computer Science I,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Don't recall,Some Impact,High Impact,Some Impact,Some Impact,No Impact,No Impact,Some Impact,High Impact,Some Impact,Some Impact,No Impact,High Impact,No Impact,No Impact,High Impact,High Impact,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,No Impact,Some Impact,No Impact,No Impact,No Impact,Not Answered,Computer Science,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Don't recall,Not Answered,Not Answered,Man,Hispanic or Latino,18 and younger
